"","observed","chao1","diversity_inverse_simpson","diversity_gini_simpson","diversity_shannon","diversity_fisher","diversity_coverage","evenness_camargo","evenness_pielou","evenness_simpson","evenness_evar","evenness_bulla","dominance_dbp","dominance_dmn","dominance_absolute","dominance_relative","dominance_simpson","dominance_core_abundance","dominance_gini","rarity_log_modulo_skewness","rarity_low_abundance","rarity_rare_abundance"
"CX3",36,51.1666666666667,6.04799690342559,0.834656,2.24780234957473,8.8963555969873,3,1,0.627261188842259,0.167999913984044,0.285378488422166,0.301257142857143,0.27,0.478,135,0.27,0.165344,0.466,0.998496946564885,2.04849406664872,0,0.092
"CX4",19,22.5,2.99846478602955,0.666496,1.52510999159845,3.91048181046976,1,1,0.517962845346588,0.157813936106819,0.202134339475124,0.271555555555556,0.526,0.706,263,0.526,0.333504,0.718,0.999302290076336,2.03074572623853,0,0.0599999999999999
"CX5",16,18,3.49103502206334,0.713552,1.55810409856911,3.1545409769796,2,1,0.561967264048605,0.218189688878959,0.200512644466596,0.274666666666667,0.438,0.694,219,0.438,0.286448,0.714,0.999295419847328,2.02765502059529,0,0.11
"CX6",28,35,2.88137937393389,0.652944,1.76256232996788,6.40751711355849,1,1,0.528947825556845,0.102906406211925,0.299832471227702,0.307851851851852,0.566,0.7,283,0.566,0.347056,0.738,0.998925190839695,2.03588987949086,0,0.0620000000000001
"CX7",63,70.5,10.8318890814558,0.90768,3.09647901484281,19.0675302543724,4,1,0.747375892731273,0.171934747324695,0.432009767433816,0.439709677419355,0.194,0.386,97,0.194,0.09232,0.336,0.996211450381679,2.04898626718745,0,0.598
"CX8",34,41.3333333333333,4.01335645026649,0.750832,1.98997165779628,8.25119379193406,2,1,0.564313161942761,0.118039895596073,0.298360689366468,0.292242424242424,0.438,0.624,219,0.438,0.249168,0.636,0.998740458015267,2.03972638771285,0,0.096
"CX9",26,26.6666666666667,4.95226021156056,0.798072,2.05871105848259,5.82414534638328,2,1,0.631875401621083,0.190471546598483,0.2715224599197,0.33728,0.368,0.552,184,0.368,0.201928,0.574,0.998806870229007,2.03182707590841,0,0.156
"CY1",45,67.6666666666667,5.52950544103335,0.819152,2.39160884423422,11.9852360367687,2,1,0.628269212377303,0.12287789868963,0.342021337122855,0.324318181818182,0.364,0.514,182,0.364,0.180848,0.694,0.998068702290076,2.05384234850179,0,0.148
"CY10",51,63.6666666666667,7.24175887839638,0.861912,2.67162876268039,14.2118268069773,3,1,0.679488108639559,0.141995272125419,0.331120763878128,0.34892,0.322,0.428,161,0.322,0.138088,0.65,0.997564122137404,2.03926668300302,0,0.168
"CY11",63,74.55,10.0248616569091,0.900248,2.9859738336218,19.0675302543724,4,1,0.720704015392334,0.159124788204907,0.391003296507841,0.394870967741935,0.24,0.374,120,0.24,0.099752,0.536,0.996658015267174,2.05425246349387,0,0.22
"CY12",39,48.1,2.15599020318052,0.536176,1.63852375970419,9.89236318240489,1,1,0.447248857252123,0.0552818000815517,0.379581137788018,0.294473684210526,0.676,0.726,338,0.676,0.463824,0.77,0.998667175572519,2.04940041232777,0,0.182
"CY2",63,121.125,11.4364135407136,0.91256,3.03868629527941,19.0675302543724,4,1,0.733426860566023,0.181530373662121,0.353339274937636,0.404516129032258,0.208,0.338,104,0.208,0.08744,0.508,0.996661832061069,2.04645426666652,0,0.276
"CY3",44,54.1111111111111,5.04703839786813,0.801864,2.43577318068159,11.6271251604,2,1,0.643671014488647,0.114705418133367,0.340935702118803,0.370976744186047,0.414,0.524,207,0.414,0.198136,0.69,0.997935877862596,2.02574922125326,0,0.142
"CY4",32,39.3333333333333,5.16464901045325,0.806376,2.16058899046399,7.6212341912171,2,1,0.623414204388337,0.161395281576664,0.257264870256306,0.318709677419355,0.374,0.52,187,0.374,0.193624,0.824,0.998639694656488,2.00558321531295,0,0.0599999999999999
"CY5",53,72,9.6324266009093,0.896184,2.90736261276064,14.983729049146,4,1,0.73227930743246,0.181743898130364,0.344328906321815,0.424692307692308,0.254,0.386,127,0.254,0.103816,0.348,0.997091603053434,2.04930402280806,0,0.498
"CY6",38,45.8571428571429,4.3021855102392,0.76756,2.26808752341587,9.55660713257044,2,1,0.623514447170229,0.11321540816419,0.331975870442492,0.372,0.456,0.542,228,0.456,0.23244,0.678,0.998250381679389,2.03974245327739,0,0.188
"CY7",25,47.75,2.04331834899877,0.5106,1.23422437050546,5.5384363942988,1,1,0.383433359239946,0.0817327339599509,0.256381910189963,0.191666666666667,0.678,0.836,339,0.678,0.4894,0.778,0.999370229007633,2.05011030335024,0,0.0279999999999999
"CY8",36,41,8.58103933548431,0.883464,2.60182150580641,8.8963555969873,4,1,0.726052115390064,0.238362203763453,0.284991028612646,0.4032,0.252,0.392,126,0.252,0.116536,0.606,0.998021374045801,2.02631681856901,0,0.12
"CY9",52,67.3,13.1219819441528,0.923792,3.01704375728922,14.5959186261464,5,1,0.763568124917487,0.252345806618324,0.337694600899247,0.414274509803922,0.146,0.274,73,0.146,0.076208,0.512,0.996959541984733,2.04038950744397,0,0.316
"CZ1",42,49.0909090909091,9.68541763520843,0.896752,2.67901534719138,10.9220489157017,4,1,0.716760875302242,0.230605181790677,0.305384331647084,0.367609756097561,0.176,0.32,88,0.176,0.103248,0.802,0.997803053435114,2.04884544273138,0,0.106
"CZ10",25,32.2,3.96485552066483,0.747784,1.76387168118659,5.5384363942988,2,1,0.547977547800812,0.158594220826593,0.246118623063041,0.25,0.338,0.668,169,0.338,0.252216,0.706,0.999065648854962,2.04438663287885,0,0.106
"CZ11",28,41.75,3.8209940698172,0.738288,1.83985602044741,6.40751711355849,2,1,0.552143787942556,0.136464073922043,0.262607399307828,0.279111111111111,0.412,0.69,206,0.412,0.261712,0.718,0.99897175572519,2.04984332238389,0,0.116
"CZ12",28,43.6,4.05028838053269,0.753104,1.81403199455933,6.40751711355849,2,1,0.544393955719108,0.144653156447596,0.242863307769676,0.247703703703704,0.356,0.674,178,0.356,0.246896,0.496,0.999014503816794,2.04656597840719,0,0.136
"CZ2",21,48.5,2.56884504726675,0.61072,1.41413527968241,4.43636598748698,1,1,0.464485090390677,0.12232595463175,0.21542417923449,0.2516,0.574,0.808,287,0.574,0.38928,0.824,0.999325954198473,1.97409374555589,0,0.0880000000000001
"CZ3",23,26.3333333333333,4.30722580200544,0.767832,1.90249153753661,4.97915920071674,2,1,0.606759702464588,0.187270687043715,0.260975924644876,0.327181818181818,0.39,0.6,195,0.39,0.232168,0.606,0.998969465648855,2.02823324728399,0,0.122
"CZ4",35,42.2,7.44269127716582,0.86564,2.48723437900904,8.57188206196835,3,1,0.69957549471741,0.212648322204738,0.302382419256547,0.372647058823529,0.24,0.46,120,0.24,0.13436,0.828,0.998173282442749,2.0348341076428,0,0.08
"CZ5",33,63.6,3.14291461329579,0.681824,1.75699125761415,7.9343056342081,1,1,0.502498915482752,0.095239836766539,0.274790832142756,0.2549375,0.522,0.708,261,0.522,0.318176,0.854,0.998967175572519,2.0444020305887,0,0.0459999999999999
"CZ6",32,38.4285714285714,4.00102426221113,0.750064,2.0479143494784,7.6212341912171,2,0.9980625,0.590903175231567,0.125032008194098,0.292030154777962,0.33341935483871,0.454,0.63,227,0.454,0.249936,0.804,0.998686259541985,2.02806371714021,0,0.092
"CZ7",19,40,3.4767613272884,0.712376,1.63118856773613,3.91048181046976,2,1,0.553989598452441,0.182987438278337,0.210053688513387,0.274333333333333,0.458,0.69,229,0.458,0.287624,0.606,0.999236641221374,2.03074572623853,0,0.14
"CZ8",29,38,4.50417987892764,0.777984,2.01875834342971,6.7051154650831,2,1,0.599519152862141,0.155316547549229,0.263281395599411,0.315285714285714,0.378,0.628,189,0.378,0.222016,0.728,0.998813740458015,2.03394136317292,0,0.106
"CZ9",26,65,3.70963912630579,0.730432,1.81491313656422,5.82414534638328,2,1,0.557047071928183,0.142678427934838,0.230927211543425,0.29056,0.456,0.662,228,0.456,0.269568,0.758,0.999041984732824,2.03719944958956,0,0.094
"DA1",10,12,1.15842639358695,0.13676,0.362060841099964,1.77097289332648,1,1,0.157241025402964,0.115842639358695,0.181065014663087,0.08,0.928,0.972,464,0.928,0.86324,0.946,0.99974427480916,2.02324609515548,0,0.0499999999999999
"DA10",11,13.5,1.17299300896167,0.14748,0.387660397866902,1.98876807901227,1,1,0.161666942782909,0.106635728087424,0.187606734234814,0.0858,0.922,0.97,461,0.922,0.85252,0.944,0.999735877862595,2.03089128854442,0,0.0519999999999999
"DA11",12,30,1.14371460203307,0.125656,0.335158115089436,2.21191499768339,1,1,0.134877547660806,0.0953095501694222,0.187340415459571,0.072,0.934,0.978,467,0.934,0.874344,0.944,0.999741221374046,2.03646221055579,0,0.0539999999999999
"DA12",6,6,1.15688252552083,0.135608,0.318054930209927,0.958659157308307,1,1,0.177509836377176,0.192813754253471,0.138506787608488,0.0864,0.928,0.984,464,0.928,0.864392,0.938,0.999768702290076,1.92805589609083,0,0.0559999999999999
"DA2",10,10.6,1.15370061007688,0.133224,0.356961340220599,1.77097289332648,1,1,0.155026340310595,0.115370061007688,0.186930860910932,0.0777777777777778,0.93,0.972,465,0.93,0.866776,0.952,0.999742748091603,2.02324609515548,0,0.0439999999999999
"DA3",11,11.6,1.23277809008156,0.188824,0.466435327202772,1.98876807901227,1,1,0.194518639948123,0.11207073546196,0.195536535507422,0.1122,0.898,0.966,449,0.898,0.811176,0.912,0.999717557251908,2.03089128854442,0,0.082
"DA4",9,9.25,1.15367931406843,0.133208,0.35314225521083,1.55875685049599,1,1,0.160721966636182,0.128186590452047,0.181493196033545,0.07875,0.93,0.972,465,0.93,0.866792,0.946,0.999747328244275,2.01237139363802,0,0.0439999999999999
"DA5",9,16.5,1.17572918724193,0.149464,0.34930004159628,1.55875685049599,1,1,0.15897329986166,0.130636576360214,0.146862890151598,0.09,0.92,0.984,460,0.92,0.850536,0.928,0.999756488549618,2.01237139363802,0,0.0679999999999999
"DA6",6,6,1.12077467945844,0.10776,0.287402022251052,0.958659157308307,1,1,0.16040212271063,0.18679577990974,0.162656658711879,0.0672,0.944,0.974,472,0.944,0.89224,0.968,0.999767938931298,1.92805589609083,0,0.03
"DA7",13,13.75,1.25868492598933,0.20552,0.567876411059659,2.44022025688228,1,1,0.221398683528657,0.0968219173837943,0.240259988458521,0.119166666666667,0.89,0.932,445,0.89,0.79448,0.944,0.999663358778626,2.04064306971543,0,0.0519999999999999
"DA8",12,22.5,1.19239537922943,0.161352,0.41408809038882,2.21191499768339,1,1,0.166641306394406,0.0993662816024522,0.190928598192732,0.0938181818181818,0.914,0.97,457,0.914,0.838648,0.936,0.99972748091603,2.03646221055579,0,0.0639999999999999
"DA9",14,19.25,1.18860837731184,0.15868,0.436662078210121,2.67351858578147,1,1,0.165461383998725,0.0849005983794174,0.224006189648288,0.0904615384615385,0.916,0.962,458,0.916,0.84132,0.942,0.999703816793893,2.043858823973,0,0.0519999999999999
"DB1",45,60.6,10.5986094624385,0.905648,2.91837125635598,11.9852360367687,5,1,0.766648281584864,0.235524654720856,0.340704379186952,0.468636363636364,0.232,0.362,116,0.232,0.094352,0.374,0.997192366412214,2.01783024146601,0,0.238
"DB10",35,40.625,5.08522842846101,0.803352,2.30745592865258,8.57188206196835,2,1,0.649009854659893,0.145292240813172,0.300498775087028,0.359705882352941,0.404,0.506,202,0.404,0.196648,0.404,0.998344274809161,2.03837361950821,0,0.074
"DB11",26,33.2,4.0842999509884,0.75516,1.96383748696592,5.82414534638328,2,1,0.602756076760844,0.1570884596534,0.246424899266182,0.3592,0.438,0.626,219,0.438,0.24484,0.2,0.99887786259542,1.95570464027765,0,0.036
"DB12",36,41.625,6.0842054027744,0.83564,2.44656896150856,8.8963555969873,3,1,0.682728068004188,0.169005705632622,0.302431919652597,0.403428571428571,0.356,0.464,178,0.356,0.16436,0.42,0.998165648854962,2.00666797711811,0,0.0820000000000001
"DB2",21,21.6,6.0165575664228,0.833792,2.1460678023767,4.43636598748698,3,1,0.704894723647184,0.286502741258228,0.258488805503271,0.4037,0.254,0.494,127,0.254,0.166208,0.512,0.998757251908397,1.9001484232352,0,0.052
"DB3",37,43.875,3.09912232855655,0.677328,2.00473546142448,9.22460118343268,1,1,0.555187215528928,0.0837600629339609,0.344404158949551,0.353666666666667,0.554,0.638,277,0.554,0.322672,0.276,0.998466412213741,2.02199179166269,0,0.084
"DB4",23,68,3.26524215035787,0.693744,1.83210434082243,4.97915920071674,1,1,0.584311184984761,0.14196705001556,0.225870077311786,0.382545454545454,0.53,0.628,265,0.53,0.306256,0.306,0.998951908396946,1.9806139985044,0,0.0439999999999999
"DB5",34,47,6.14613039630249,0.837296,2.37615211377918,8.25119379193406,3,1,0.673825633310088,0.18076854106772,0.253521668244096,0.375757575757576,0.35,0.468,175,0.35,0.162704,0.524,0.998331297709924,2.02046761385238,0,0.042
"DB6",24,31.2,7.06733759258212,0.858504,2.2699267802665,5.25676062752235,3,1,0.714250576434691,0.294472399690922,0.205076682240238,0.408695652173913,0.278,0.43,139,0.278,0.141496,0.502,0.998593129770992,1.97021449121544,0,0.034
"DB7",34,41.2,5.65687649907227,0.823224,2.34381212373169,8.25119379193406,2,1,0.664654707699467,0.166378720560949,0.306757701654082,0.387878787878788,0.348,0.544,174,0.348,0.176776,0.476,0.998332061068702,2.00404363524648,0,0.052
"DB8",31,33.3333333333333,6.17253468964496,0.837992,2.38120182407628,7.31199795604009,3,1,0.693421868598165,0.199114022246611,0.281291264490379,0.392466666666667,0.35,0.446,175,0.35,0.162008,0.482,0.998327480916031,2.01489157354058,0,0.05
"DB9",22,24,5.29503960689626,0.811144,2.09384655307794,4.7056775666431,2,1,0.677391716442796,0.240683618495285,0.240113594235126,0.412571428571429,0.33,0.57,165,0.33,0.188856,0.366,0.998808396946564,1.95122916856276,0,0.026
"DC1",23,34.25,1.72756924097518,0.421152,1.12579321825616,4.97915920071674,1,1,0.359048092813194,0.0751117061293556,0.272407022839962,0.210636363636364,0.754,0.842,377,0.754,0.578848,0.842,0.999377099236641,2.05189563034425,0,0.054
"DC10",29,42.75,2.82103362672083,0.64552,1.53405993418379,6.7051154650831,2,1,0.455576228415295,0.0972770216110631,0.30997135739722,0.213857142857143,0.484,0.828,242,0.484,0.35448,0.436,0.999076335877862,2.05783937451551,0,0.044
"DC11",20,24.2,1.47102088849662,0.3202,0.898822967608701,4.17128013640499,1,1,0.300034477561101,0.0735510444248308,0.279397920189033,0.187368421052632,0.822,0.872,411,0.822,0.6798,0.924,0.999477099236641,2.04831445161079,0,0.0580000000000001
"DC12",23,30.5,1.29433083096039,0.2274,0.692521600293931,4.97915920071674,1,1,0.220865213775786,0.0562752535200171,0.327596014275847,0.127545454545455,0.878,0.912,439,0.878,0.7726,0.92,0.999513740458015,2.05553949773595,0,0.0619999999999999
"DC2",20,25.1428571428571,1.24751744029382,0.198408,0.578277427375456,4.17128013640499,1,1,0.193033747534928,0.0623758720146908,0.297451928572217,0.111578947368421,0.894,0.94,447,0.894,0.801592,0.926,0.999599236641221,2.05345763157611,0,0.07
"DC3",23,32.4285714285714,2.16859527072743,0.538872,1.08717505268679,4.97915920071674,1,1,0.346731640314836,0.0942867509011928,0.265291656847445,0.124909090909091,0.592,0.924,296,0.592,0.461128,0.35,0.999433587786259,2.05553949773595,0,0.0580000000000001
"DC4",36,49.6,1.84629927772772,0.458376,1.32408873664167,8.8963555969873,1,1,0.369493997208265,0.0512860910479923,0.360390294760297,0.209371428571429,0.73,0.794,365,0.73,0.541624,0.784,0.999043511450382,2.05650404946804,0,0.126
"DC5",23,36.75,1.50013201161702,0.333392,0.947094393886001,4.97915920071674,1,1,0.302055857438521,0.0652231309398705,0.283004008382886,0.194454545454545,0.814,0.852,407,0.814,0.666608,0.938,0.999434351145038,2.02789207137323,0,0.052
"DC6",30,70,1.73334257782708,0.42308,1.23001289598222,7.00661746431841,1,1,0.361641139268757,0.0577780859275694,0.310663590697402,0.238620689655172,0.756,0.796,378,0.756,0.57692,0.852,0.999184732824427,2.00919400684019,0,0.098
"DC7",21,28,1.62068250181516,0.382976,1.01965246560285,4.43636598748698,1,1,0.334913762818352,0.0771753572292935,0.282366527527407,0.2008,0.78,0.852,390,0.78,0.617024,0.84,0.999436641221374,2.04970431170072,0,0.076
"DC8",15,81,1.74673709510634,0.427504,0.798694280577498,2.91166705097707,1,1,0.294933336262533,0.116449139673756,0.1816944658378,0.114285714285714,0.716,0.96,358,0.716,0.572496,0.258,0.999625954198473,2.04638421831043,0,0.022
"DC9",15,27,1.23615506329114,0.19104,0.517982057070986,2.91166705097707,1,1,0.191274909475519,0.0824103375527426,0.21750220221222,0.109285714285714,0.898,0.934,449,0.898,0.80896,0.92,0.999680152671756,2.01970860696735,0,0.0439999999999999
"DD1",29,40,3.17122053936119,0.684664,1.74366789768516,6.7051154650831,1,1,0.517824386606437,0.109352432391765,0.276659243851895,0.2625,0.518,0.702,259,0.518,0.315336,0.728,0.999017557251908,2.05077709863827,0,0.0619999999999999
"DD10",30,60.3333333333333,3.94608075259652,0.746584,2.00373887186109,7.00661746431841,2,1,0.589127488649857,0.131536025086551,0.248134057481465,0.328965517241379,0.468,0.582,234,0.468,0.253416,0.928,0.998792366412213,2.04103735794284,0,0.0499999999999999
"DD11",30,41,3.38487367651439,0.704568,1.95632547142359,7.00661746431841,1,1,0.575187280212339,0.11282912255048,0.272821574295576,0.362068965517241,0.522,0.622,261,0.522,0.295432,0.806,0.998747328244275,1.99073175350916,0,0.102
"DD12",23,25,3.06072477962782,0.67328,1.74520494972124,4.97915920071674,1,1,0.556596450044503,0.133074990418601,0.267607400912066,0.339181818181818,0.544,0.678,272,0.544,0.32672,0.788,0.999048091603053,2.01071570176736,0,0.0599999999999999
"DD2",20,27,1.44998144023757,0.310336,0.865756526302775,4.17128013640499,1,1,0.288996628285372,0.0724990720118782,0.27261166318887,0.181052631578947,0.828,0.874,414,0.828,0.689664,0.928,0.99950534351145,2.04831445161079,0,0.0640000000000001
"DD3",31,57,3.48918353105373,0.7134,2.00081892374641,7.31199795604009,1,1,0.582651828502194,0.112554307453346,0.264634717448303,0.373866666666667,0.516,0.58,258,0.516,0.2866,0.852,0.998656488549618,1.97042609193611,0,0.07
"DD4",27,33,2.10512133919399,0.524968,1.40472609041485,6.11385018962284,1,1,0.426212263387253,0.0779674570071848,0.301195965110259,0.250307692307692,0.676,0.796,338,0.676,0.475032,0.898,0.999175572519084,2.03363527389633,0,0.0599999999999999
"DD5",32,54.6666666666667,1.49398223953914,0.330648,0.999719602430625,7.6212341912171,1,1,0.28845810254123,0.046686944985598,0.364636940186346,0.172645161290323,0.816,0.864,408,0.816,0.669352,0.894,0.99926106870229,2.05851351518029,0,0.0940000000000001
"DD6",31,33.5,5.0635988009398,0.802512,2.24567119921779,7.31199795604009,2,1,0.653954445807109,0.16334189680451,0.317624116644149,0.3878,0.382,0.568,191,0.382,0.197488,0.83,0.998467175572519,2.02522824677323,0,0.088
"DD7",27,40,1.36035173254397,0.264896,0.802618333545305,6.11385018962284,1,1,0.2435248970676,0.0503833975016284,0.343168600167319,0.146461538461538,0.856,0.896,428,0.856,0.735104,0.91,0.99942748091603,2.05725093531302,0,0.0700000000000001
"DD8",30,33,3.8250864469537,0.738568,2.10183184590838,7.00661746431841,2,1,0.617968206502976,0.127502881565123,0.32888928529166,0.375862068965517,0.486,0.582,243,0.486,0.261432,0.844,0.998539694656489,2.03141475087277,0,0.098
"DD9",46,61,5.56173526140156,0.8202,2.47864338013559,12.3470586394951,2,1,0.647395021745451,0.120907288291338,0.347251479257245,0.369955555555556,0.376,0.518,188,0.376,0.1798,0.722,0.997876335877862,2.02735750577835,0,0.118
"DE1",51,64,12.7864157119476,0.921792,3.10779758222744,14.2118268069773,5,1,0.790421008592407,0.250714033567601,0.370835648887217,0.48808,0.19,0.336,95,0.19,0.078208,0.472,0.996568702290075,1.97290906933919,0,0.198
"DE10",60,81.1111111111111,7.35250867596024,0.863992,2.91479071596326,17.8029306647198,3,1,0.711906551016149,0.122541811266004,0.412463486755696,0.451525423728814,0.332,0.448,166,0.332,0.136008,0.302,0.996567175572519,2.05117868613249,0,0.264
"DE11",49,66.5,6.79015698842957,0.852728,2.76277360240859,13.4547867383819,3,0.998040816326531,0.70989238731034,0.13857463241693,0.372167618676403,0.442708333333333,0.35,0.45,175,0.35,0.147272,0.334,0.997215267175572,2.03398325853838,0,0.516
"DE12",45,47.5714285714286,4.55655597273357,0.780536,2.43911971411506,11.9852360367687,2,1,0.640750190138929,0.101256799394079,0.397161741650511,0.393863636363636,0.446,0.536,223,0.446,0.219464,0.298,0.997729770992366,2.05489922229191,0,0.186
"DE2",54,57.6,17.3731758165393,0.94244,3.30289737913678,15.3752619859277,6,0.994185185185185,0.828004659978918,0.32172547808406,0.429748870311048,0.514716981132075,0.13,0.238,65,0.13,0.05756,0.36,0.995941984732823,2.04117850052925,0,0.272
"DE3",45,56,13.6180411809565,0.926568,3.025825266963,11.9852360367687,5,1,0.794876161228984,0.30262313735459,0.34876638527105,0.466818181818182,0.144,0.276,72,0.144,0.073432,0.424,0.99699923664122,2.01446355028537,0,0.152
"DE4",57,68.3333333333333,6.05561476601105,0.834864,2.74852914698073,16.5722446054023,3,0.998035087719298,0.67981555634659,0.106238855544053,0.414949382016304,0.413142857142857,0.378,0.458,189,0.378,0.165136,0.238,0.996967938931298,2.04787406796232,0,0.262
"DE5",48,61.6,12.5995363370628,0.920632,3.00899691590819,13.0818341467569,5,1,0.777277363647543,0.262490340355475,0.314135131160819,0.466553191489362,0.184,0.33,92,0.184,0.079368,0.432,0.996987022900763,1.99801901242157,0,0.17
"DE6",31,33,3.80749314651234,0.73736,2.15314999054054,7.31199795604009,2,1,0.627011652148355,0.122822359564914,0.390670503528575,0.399933333333333,0.488,0.608,244,0.488,0.26264,0.3,0.998343511450381,2.0485132778308,0,0.08
"DE7",27,30.1111111111111,1.86250260750365,0.463088,1.23932571246937,6.11385018962284,1,1,0.376027626018959,0.0689815780556908,0.323364952608915,0.206692307692308,0.722,0.838,361,0.722,0.536912,0.082,0.999252671755725,2.04714857531857,0,0.15
"DE8",36,37.4285714285714,7.047415008175,0.858104,2.56403957151839,8.8963555969873,3,1,0.715508865881159,0.195761528004861,0.368715160661035,0.434971428571429,0.274,0.496,137,0.274,0.141896,0.21,0.997892366412214,2.00666797711811,0,0.368
"DE9",49,52.6,14.6972369194591,0.93196,3.17650461146828,13.4547867383819,6,0.998040816326531,0.816200227181708,0.299943610601207,0.38918127550613,0.515416666666667,0.18,0.282,90,0.18,0.06804,0.348,0.996430534351147,2.00690017283998,0,0.252
"DF1",38,42,11.4900266568618,0.912968,2.81740731560541,9.55660713257044,4,1,0.774526620647065,0.302369122548996,0.324402841657268,0.44627027027027,0.15,0.292,75,0.15,0.087032,0.696,0.997574045801527,2.01441503501905,0,0.25
"DF10",40,42.8,7.89639924194567,0.87336,2.67451842317284,10.2318604091337,3,1,0.725021908804893,0.197409981048642,0.33604455803463,0.442051282051282,0.284,0.446,142,0.284,0.12664,0.734,0.9977106870229,1.97665616281605,0,0.192
"DF11",33,34.25,10.4497575656245,0.904304,2.71279809319333,7.9343056342081,4,1,0.775859352655183,0.316659320170439,0.314368228002176,0.4683125,0.18,0.316,90,0.18,0.095696,0.828,0.997822137404579,1.9504395038108,0,0.118
"DF12",38,43.625,9.67192819560508,0.896608,2.68302419986038,9.55660713257044,4,1,0.737583683808108,0.254524426200134,0.306661568447591,0.406594594594595,0.174,0.338,87,0.174,0.103392,0.68,0.997836641221373,2.0340655034608,0,0.254
"DF2",32,39,8.66310901656386,0.884568,2.60959585448032,7.6212341912171,4,1,0.75297019959663,0.270722156767621,0.304913149771189,0.446709677419355,0.254,0.382,127,0.254,0.115432,0.782,0.998014503816794,1.99722316663919,0,0.166
"DF3",30,42,7.73371280084143,0.870696,2.44381746137683,7.00661746431841,3,1,0.718516800745785,0.257790426694714,0.26480133727499,0.397931034482759,0.244,0.424,122,0.244,0.129304,0.878,0.998328244274809,1.99328173321972,0,0.0760000000000001
"DF4",37,40,9.30197946122935,0.892496,2.70754236931702,9.22460118343268,3,1,0.749821080073883,0.251404850303496,0.337792863872859,0.432888888888889,0.2,0.392,100,0.2,0.107504,0.774,0.997754961832061,2.04112657503858,0,0.148
"DF5",27,29.5,7.9938607149709,0.874904,2.42630590548479,6.11385018962284,3,1,0.736172936989535,0.296068915369293,0.278208001684704,0.423923076923077,0.204,0.402,102,0.204,0.125096,0.864,0.998367175572519,1.98893800981007,0,0.124
"DF6",36,43.2,10.305878473081,0.902968,2.74408932437419,8.8963555969873,4,1,0.765752706069535,0.286274402030029,0.310702984279269,0.446628571428571,0.188,0.344,94,0.188,0.097032,0.712,0.997741221374046,2.02349321417439,0,0.208
"DF7",51,56.6875,10.4392851177551,0.904208,2.87630076272372,14.2118268069773,4,1,0.731543316362876,0.204691865054022,0.357997155829482,0.4138,0.182,0.336,91,0.182,0.095792,0.73,0.997198473282443,2.05575343807629,0,0.196
"DF8",37,48,9.78320419503796,0.897784,2.70372102796846,9.22460118343268,4,1,0.748762805850816,0.264410924190215,0.293936973641728,0.424722222222222,0.204,0.362,102,0.204,0.102216,0.786,0.997829007633587,2.02878525013178,0,0.162
"DF9",39,52,7.04701770210847,0.858096,2.50228230193012,9.89236318240489,3,1,0.683019024553238,0.180692761592525,0.307596550279964,0.387052631578947,0.252,0.482,126,0.252,0.141904,0.804,0.998080152671756,2.03354765569069,0,0.148
"DG10",18,36,2.52112704463403,0.603352,1.4181422452033,3.65403978254341,1,1,0.490643544841282,0.14006261359078,0.190620100722403,0.278588235294118,0.602,0.732,301,0.602,0.396648,0.804,0.99934427480916,1.90741782758538,0,0.158
"DG11",32,33.6666666666667,5.74739068462918,0.826008,2.41735929510979,7.6212341912171,3,1,0.697502453420348,0.179605958894662,0.338548900635532,0.430193548387097,0.372,0.494,186,0.372,0.173992,0.276,0.998190076335877,2.02806371714021,0,0.31
"DG12",67,72,27.3882559158633,0.963488,3.68864063891321,20.8068199007886,10,1,0.877267608552916,0.408779939042735,0.4883215587731,0.587272727272727,0.09,0.17,45,0.09,0.036512,0.33,0.994131297709924,2.02798546247052,0,0.642
"DG2",39,54,1.78990778395097,0.441312,1.35981614434384,9.89236318240489,1,1,0.371173266807292,0.0458950713833582,0.409612317299466,0.225052631578947,0.744,0.796,372,0.744,0.558688,0.79,0.998857251908397,2.05844221497852,0,0.172
"DG3",35,39.2,7.99488327470419,0.87492,2.62017979149796,8.57188206196835,3,1,0.736968574154259,0.22842523642012,0.338201778632581,0.445588235294118,0.256,0.446,128,0.256,0.12508,0.296,0.99788320610687,1.97919840042429,0,0.336
"DG4",56,58.3333333333333,28.558373315056,0.964984,3.60633198743581,16.1695142712059,11,1,0.895904821369083,0.509970952054571,0.475727282858312,0.598109090909091,0.08,0.14,40,0.08,0.035016,0.232,0.99468320610687,1.9392598452189,0,0.678
"DG5",118,145.857142857143,23.4126240869077,0.957288,4.0522380256365,48.7362672063136,14,0.974762711864407,0.849403879027187,0.198412068533116,0.579026272673036,0.575692307692308,0.172,0.216,86,0.172,0.042712,0.146,0.990053435114504,2.0573381836964,0,0.818
"DG6",21,21.25,2.64438332980749,0.62184,1.63146066794667,4.43636598748698,1,1,0.535867513318973,0.125923015705119,0.315878220210365,0.3407,0.596,0.712,298,0.596,0.37816,0.172,0.999089312977099,1.99984289338033,0,0.18
"DG7",33,35,12.1844234330831,0.917928,2.86440752677676,7.9343056342081,5,1,0.819219600250311,0.369224952517671,0.36652872757583,0.5166875,0.186,0.3,93,0.186,0.082072,0.398,0.997470992366412,1.95005024521642,0,0.358
